Unnamed: 0,Newspaper Title,Issue Date,Page Number,City,PDF Link
9775,Daily Capital Journal,05-21-1910,12,"Salem, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_lyonsport_ver02/data/sn99063957/00200298494/1910052101/0267.pdf
9776,Daily Capital Journal,06-02-1910,2,"Salem, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_lyonsport_ver02/data/sn99063957/00200298494/1910060201/0341.pdf
9777,The Laramie Republican,03-01-1922,1,"Laramie, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_ellison_ver01/data/sn92066979/00517010091/1922030101/0193.pdf
9778,The Honolulu Republican,12-30-1900,8,"Honolulu, Hawaii",https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_eel_ver01/data/sn85047165/00294552236/1900123001/0446.pdf
9779,New Britain Herald,11-08-1916,3,"New Britain, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_kinks_ver01/data/sn82014519/0041418330A/1916110801/0111.pdf
9780,Los Angeles Herald,09-28-1906,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047396/1906092801/0458.pdf
9781,Los Angeles Herald,06-08-1892,2,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_plasse_ver01/data/sn84025968/00280769447/1892060801/0340.pdf
9782,Los Angeles Herald,07-16-1905,29,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/0017504730A/1905071601/0306.pdf
9783,The San Francisco Call,02-21-1908,7,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_indio_ver01/data/sn85066387/00175047839/1908022101/0400.pdf
9784,The Salt Lake Herald,07-06-1907,9,"Salt Lake City, Utah",https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_five_ver01/data/sn85058130/00100481169/1907070601/0071.pdf
9785,Atlanta Georgian,10-28-1912,13,"Atlanta, Georgia",https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_indus_ver01/data/sn89053729/00393343916/1912102801/0489.pdf
9786,The Kusko Times,07-22-1922,2,"Takotna', 'Tokotna', 'Mcgrath, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_flatheadsole_ver01/data/sn95063172/0041418571A/1922072201/0187.pdf
9787,The San Francisco Call,05-22-1910,32,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_klamath_ver01/data/sn85066387/00175046598/1910052201/0547.pdf
9788,Imperial Valley Press,03-09-1926,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188515/1926030901/1327.pdf
9789,New Britain Herald,08-01-1923,14,"New Britain, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_eagles_ver01/data/sn82014519/0041421924A/1923080101/0443.pdf
9790,Imperial Valley Press,03-23-1929,8,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/00414188564/1929032301/1111.pdf
9791,Deseret Evening News,07-01-1904,6,"Salt Lake City, Utah",https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_nine_ver01/data/sn83045555/00175048984/1904070101/0694.pdf
9792,Valdez Daily Prospector,11-01-1916,2,"Valdez, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_eskimocurlew_ver02/data/sn98060264/00279526429/1916110101/0116.pdf
9793,The Winslow Mail,10-22-1926,4,"Winslow, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_arguingmatch_ver02/data/sn96060765/00383341930/1926102201/0548.pdf
9794,The Alaska Daily Empire,02-16-1922,1,"Juneau, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_kingcrab_ver03/data/sn84020657/00279526909/1922021601/0319.pdf
9795,Newark Evening Star And Newark Advertiser,02-04-1910,11,"Newark, New Jersey",https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_bacala_ver01/data/sn91064011/00332896064/1910020401/0452.pdf
9796,Douglas Daily Dispatch,02-14-1929,9,"Douglas, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_iotite_ver01/data/sn84020064/00542866366/1929021401/0009.pdf
9797,The Pensacola Journal,07-28-1915,4,"Pensacola, Florida",https://tile.loc.gov/storage-services/service/ndnp/fu/batch_fu_arcadia_ver02/data/sn87062268/00415662671/1915072801/0248.pdf
9798,Tulsa Daily World,10-14-1917,57,"Tulsa, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_caddo_ver01/data/sn85042344/00200295043/1917101401/1232.pdf
9799,The Record-Courier,10-22-1920,1,"Gardnerville, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_fairview_ver02/data/sn84001718/00332890992/1920102201/0472.pdf
9800,The Madison Daily Leader,10-28-1912,4,"Madison, South Dakota",https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_hawaii_ver01/data/sn99062034/0027952309A/1912102801/0026.pdf
9801,The San Francisco Call,05-10-1913,25,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_elderwood_ver02/data/sn85066387/00280768571/1913051001/0305.pdf
9802,Los Angeles Herald,04-03-1908,12,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pescadero_ver01/data/sn85042462/00175035679/1908040301/0649.pdf
9803,Los Angeles Herald,08-13-1907,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047463/1907081301/0716.pdf
9804,Los Angeles Herald,10-20-1908,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pescadero_ver01/data/sn85042462/00175035710/1908102001/0914.pdf
9805,Los Angeles Herald,08-24-1907,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047463/1907082401/0874.pdf
9806,Evening Star,11-29-1925,55,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_ellington_ver02/data/sn83045462/00280659344/1925112901/0056.pdf
9807,The Washington Times,08-03-1901,1,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_abe_ver01/data/sn87062245/100492829/1901080301/0167.pdf
9808,The Herald,09-16-1898,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_nicasio_ver01/data/sn85042461/00280769812/1898091601/0207.pdf
9809,Omaha Daily Bee,10-07-1906,15,"Omaha, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_offutt_ver01/data/sn99021999/00280778412/1906100701/0850.pdf
9810,The St. Louis Republic,05-11-1901,15,"Saint Louis, Missouri",https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_ingalls_ver01/data/sn84020274/00211109294/1901051101/0184.pdf
9811,Imperial Valley Press,11-19-1926,7,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188539/1926111901/0079.pdf
9812,Imperial Valley Press,11-27-1926,5,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188539/1926112701/0121.pdf
9813,Imperial Valley Press,11-02-1915,4,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189477/1915110201/0432.pdf
9814,Imperial Valley Press,01-19-1924,8,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414189684/1924011901/0872.pdf
9815,Imperial Valley Press,01-20-1928,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188540/1928012001/1307.pdf
9816,Imperial Valley Press,08-07-1923,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189672/1923080701/1171.pdf
9817,South Bend News-Times,06-08-1930,37,"South Bend, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_ilia_ver01/data/sn87055779/00416150837/1930060801/0140.pdf
9818,The San Francisco Call,08-01-1895,10,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_dogtown_ver01/data/sn85066387/00175037275/1895080101/0475.pdf
9819,Arizona Republican,11-04-1913,11,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_fairyduster_ver01/data/sn84020558/00202192609/1913110401/0590.pdf
9820,The San Francisco Call,11-30-1895,3,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_dogtown_ver01/data/sn85066387/00175037317/1895113001/0240.pdf
9821,The Prescott Daily News,02-24-1916,1,"Prescott, Arkansas",https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_hypno_ver02/data/sn90050307/00414212955/1916022401/0364.pdf
9822,Seward Daily Gateway,06-15-1923,1,"Seward, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_jaeger_ver01/data/sn87062169/00514154181/1923061501/0291.pdf
9823,The Nome Nugget,08-19-1922,2,"Nome, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_killerwhale_ver01/data/sn87062013/00514154168/1922081901/0260.pdf
9824,The Copper Era And Morenci Leader,12-05-1913,4,"Clifton, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_cholla_ver01/data/sn94050892/00202196329/1913120501/0103.pdf
9825,The Copper Era And Morenci Leader,12-19-1913,3,"Clifton, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_cholla_ver01/data/sn94050892/00202196329/1913121901/0120.pdf
9826,Valdez Daily Prospector,06-03-1912,2,"Valdez, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_dallsheep_ver02/data/sn98060264/00279526375/1912060301/0520.pdf
9827,The Nome Daily Nugget,07-09-1915,4,"Nome, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_belugawhale_ver01/data/sn87062011/0041418554A/1915070901/0014.pdf
9828,Elk City Mining News,04-24-1909,6,"Elk City', 'Red River Hot Springs', 'Red River', 'Newsome', 'Dixie', 'Buffalo Hump', 'Buffalo', 'Crooked River, Idaho",https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_comoe_ver02/data/sn88087183/00414211768/1909042401/0433.pdf
9829,Douglas Daily International,07-29-1920,2,"Douglas, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_hematite_ver01/data/sn95060770/00542866470/1920072901/0632.pdf
9830,Arizona State Miner,08-14-1926,1,"Wickenburg, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_kaibab_ver02/data/sn95060856/00414217291/1926081401/0594.pdf
9831,Graham Guardian,08-15-1913,4,"Safford, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_agave_ver01/data/sn95060914/00211105069/1913081501/0038.pdf
9832,Los Angeles Herald,08-02-1908,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_quailvalley_ver01/data/sn85042462/00175035709/1908080201/0570.pdf
9833,Los Angeles Herald,01-03-1906,10,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047347/1906010301/0035.pdf
9834,The Herald,01-20-1896,3,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_moonstone_ver01/data/sn85042461/00280769654/1896012001/0225.pdf
9835,Los Angeles Herald,12-29-1910,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035904/1910122901/1222.pdf
9836,The Herald,02-03-1895,5,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769599/1895020301/0423.pdf
9837,Evening Capital And Maryland Gazette,02-14-1916,4,"Annapolis, Maryland",https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_kensington_ver02/data/sn88065726/00279521146/1916021401/0254.pdf
9838,The Pensacola Journal,06-30-1921,6,"Pensacola, Florida",https://tile.loc.gov/storage-services/service/ndnp/fu/batch_fu_cedarkey_ver01/data/sn87062268/00271762197/1921063001/0263.pdf
9839,Los Angeles Herald,07-16-1910,1,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035874/1910071601/0345.pdf
9840,Arizona Republican,04-27-1902,2,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_deserttortoise_ver01/data/sn84020558/00202196275/1902042701/0508.pdf
9841,The Thermopolis Independent,03-12-1920,6,"Thermopolis, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_dryad_ver01/data/sn92067173/00516998684/1920031201/2082.pdf
9842,The Thermopolis Independent,03-12-1920,8,"Thermopolis, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_dryad_ver01/data/sn92067173/00516998684/1920031201/2084.pdf
9843,The Herald,12-26-1894,8,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769587/1894122601/0666.pdf
9844,The San Francisco Call,07-27-1913,58,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_grimes_ver01/data/sn85066387/00280768625/1913072701/0326.pdf
9845,The San Francisco Call,08-04-1896,4,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_carlsbad_ver01/data/sn85066387/00175037421/1896080401/0069.pdf
9846,The San Francisco Call,11-16-1910,9,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mecca_ver01/data/sn85066387/00175046677/1910111601/0361.pdf
9847,Imperial Valley Press,05-16-1930,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/00414188588/1930051601/1043.pdf
9848,Los Angeles Herald,11-19-1905,29,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047335/1905111901/0362.pdf
9849,The Herald,12-14-1894,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769587/1894121401/0507.pdf
9850,Los Angeles Herald,04-11-1905,2,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/0017504727A/1905041101/0678.pdf
9851,Los Angeles Herald,05-18-1908,8,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pescadero_ver01/data/sn85042462/00175035692/1908051801/0362.pdf
9852,The Ronan Pioneer,07-10-1925,3,"Ronan, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_ekalaka_ver01/data/sn86075298/0051717855A/1925071001/0219.pdf
9853,The Daily Missoulian,07-18-1914,2,"Missoula, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_indianpaintbrush_ver01/data/sn83025316/00212476808/1914071801/0883.pdf
9854,Cut Bank Pioneer Press,09-03-1915,3,"Cut Bank, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_dollyvarden_ver01/data/sn85053109/00295861058/1915090301/0796.pdf
9855,The Circle Banner,09-10-1915,3,"Circle, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_douglasfir_ver01/data/sn85053024/00340581581/1915091001/0270.pdf
9856,Los Angeles Herald,03-16-1910,3,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035850/1910031601/0347.pdf
9857,Montpelier Examiner,06-19-1914,2,"Montpelier, Idaho",https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_baldacci_ver02/data/sn86091111/00415665994/1914061901/0611.pdf
9858,The Times,03-10-1901,7,"Richmond, Virginia",https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_albion_ver01/data/sn85034438/00175045624/1901031001/0593.pdf
9859,Richmond Dispatch,03-10-1901,15,"Richmond, Virginia",https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_darwin_ver01/data/SN85038614/00100480256/1901031001/0097.pdf
9860,The Herald,06-23-1894,19,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769551/1894062301/0553.pdf
9861,The Herald,12-25-1895,5,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769642/1895122501/0741.pdf
9862,The San Francisco Call,11-11-1911,20,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768236/1911111101/0232.pdf
9863,Los Angeles Herald,12-12-1909,23,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035825/1909121201/0892.pdf
9864,The Herald,02-24-1894,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769538/1894022401/0561.pdf
9865,The Herald,08-30-1897,5,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_nicasio_ver01/data/sn85042461/00280769745/1897083001/0731.pdf
9866,Los Angeles Herald,02-10-1907,1,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047426/1907021001/0668.pdf
9867,The Record-Union,03-13-1894,4,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oakland_ver01/data/sn82015104/00175036787/1894031301/0385.pdf
9868,Imperial Valley Press,03-24-1920,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189623/1920032401/0741.pdf
9869,Los Angeles Herald,06-23-1907,28,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047451/1907062301/0889.pdf
9870,The Herald,10-08-1893,2,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769514/1893100801/0350.pdf
9871,The Record-Union,11-17-1898,3,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_hessel_ver01/data/sn82015104/00280768832/1898111701/0142.pdf
9872,The Herald,05-05-1893,2,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_moonstone_ver01/data/sn85042461/00280769496/1893050501/0041.pdf
9873,Los Angeles Herald,04-25-1905,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/0017504727A/1905042501/0909.pdf
9874,Los Angeles Herald,04-16-1908,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pescadero_ver01/data/sn85042462/00175035679/1908041601/0930.pdf
9875,Los Angeles Herald,08-19-1905,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/0017504730A/1905081901/0890.pdf
9876,The San Francisco Call,08-15-1897,6,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_fredsplace_ver01/data/sn85066387/00175037585/1897081501/0220.pdf
9877,Imperial Valley Press,12-10-1929,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/00414188576/1929121001/1015.pdf
9878,The Herald,10-09-1895,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769630/1895100901/0475.pdf
9879,The San Francisco Call,07-21-1904,5,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_darwin_ver01/data/sn85066387/00100480542/1904072101/0412.pdf
9880,Imperial Valley Press,07-24-1922,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189660/1922072401/0015.pdf
9881,Imperial Valley Press,06-03-1921,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189647/1921060301/0300.pdf
9882,The San Francisco Call,07-29-1903,8,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_etna_ver01/data/00100480426/1903072901/0534.pdf
9883,The Alaska Daily Empire,05-20-1921,1,"Juneau, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_kingcrab_ver03/data/sn84020657/00279526880/1921052001/0135.pdf
9884,Los Angeles Herald,07-20-1907,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047463/1907072001/0304.pdf
9885,Imperial Valley Press,03-04-1925,6,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188503/1925030401/0526.pdf
9886,Imperial Valley Press,08-19-1927,2,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188540/1927081901/0420.pdf
9887,Los Angeles Herald,04-06-1906,12,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047359/1906040601/0691.pdf
9888,Los Angeles Herald,03-09-1906,13,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047359/1906030901/0172.pdf
9889,The San Francisco Call,06-22-1902,25,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_carmel_ver01/data/sn85066387/190206221/0385.pdf
9890,The Herald,09-23-1894,8,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_plasse_ver01/data/sn85042461/00280769575/1894092301/0226.pdf
9891,Imperial Valley Press,07-23-1927,5,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188540/1927072301/0287.pdf
9892,The Bismarck Tribune,03-31-1923,1,"Bismarck', 'Mandan, North Dakota",https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_bajoran_ver01/data/sn85042243/00199918576/1923033101/0618.pdf
9893,The Holly Chieftain,01-31-1924,6,"Holly, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_kokomo_ver01/data/sn90051185/00513681173/1924013101/0102.pdf
9894,The San Francisco Call,08-22-1901,6,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_carmel_ver01/data/sn85066387/190108221/0314.pdf
9895,The San Francisco Call,10-19-1904,3,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_darwin_ver01/data/sn85066387/00100480578/1904101901/0375.pdf
9896,The San Francisco Call,07-06-1904,7,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_darwin_ver01/data/sn85066387/00100480542/1904070601/0113.pdf
9897,The San Francisco Call,10-06-1907,33,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_indio_ver01/data/sn85066387/00175047785/1907100601/0116.pdf
9898,Imperial Valley Press,04-04-1923,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189672/1923040401/0457.pdf
9899,Imperial Valley Press,03-26-1920,2,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189623/1920032601/0756.pdf
9900,Crawford Avalanche,03-03-1898,2,"Grayling, Michigan",https://tile.loc.gov/storage-services/service/ndnp/mimtptc/batch_mimtptc_douglas_ver01/data/sn96076998/00415669422/1898030301/0626.pdf
9901,The Nonpartisan Leader,05-04-1916,13,"Minneapolis', 'St. Paul', 'Fargo, Minnesota', 'North Dakota",https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_kramer_ver01/data/sn89074443/00295864047/1916050401/0570.pdf
9902,Arizona Republican,07-30-1912,5,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_fairyduster_ver01/data/sn84020558/0020219252A/1912073001/0615.pdf
9903,The Record-Union,03-30-1891,1,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oakland_ver01/data/sn82015104/00175036659/1891033001/0710.pdf
9904,Tombstone Epitaph,02-20-1910,2,"Tombstone, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_eagle_ver01/data/sn95060905/00211106529/1910022001/0341.pdf
9905,Tombstone Epitaph,04-09-1911,2,"Tombstone, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_eagle_ver01/data/sn95060905/00211106529/1911040901/0581.pdf
9906,Bisbee Daily Review,05-22-1910,4,"Bisbee, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_coyote_ver01/data/sn84024827/00211106372/1910052201/0176.pdf
9907,Bridgeton Pioneer,10-10-1901,7,"Bridgeton, New Jersey",https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_ketchup_ver01/data/sn87068192/00279529704/1901101001/0741.pdf
9908,Mower County Transcript,04-01-1896,1,"Austin', 'Lansing, Minnesota",https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_rolls_ver01/data/sn85025431/00212479895/1896040101/0107.pdf
9909,The Nevada County Picayune,10-03-1907,2,"Prescott, Arkansas",https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_jolteon_ver01/data/sn90050306/00414213078/1907100301/0295.pdf
9910,Clearwater Republican,06-05-1914,7,"Orofino, Idaho",https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_doyle_ver01/data/sn86091128/00415666251/1914060501/0903.pdf
9911,Arizona Republican,09-20-1911,8,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_chuckwalla_ver01/data/sn84020558/00211105811/1911092001/0291.pdf
9912,Douglas Daily Dispatch,10-28-1930,10,"Douglas, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_iotite_ver01/data/sn84020064/00529040106/1930102801/0010.pdf
9913,Omaha Daily Bee,07-12-1914,14,"Omaha, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_kiewit_ver02/data/sn99021999/00280778977/1914071201/0947.pdf
9914,The San Francisco Call,02-28-1901,7,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190102281/0418.pdf
